"IndicatorName","Country_ISO","Year","FormularString","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","Latest...1.y","Sample.Size.y","Overall.Mean.y","Max.Leaf.Size.y","Max.Leaf.Access.y","Min.Leaf.Size.y","Min.Leaf.Access.y","Max.Leaf.Characteristics.y","Min.Leaf.Characteristics.y","SurveyID","Country","SurveySource","CountryCode","VersionCode","InUse.x","VariableID","DatasetSource","InUse.y","MergeResult","AnaResult","TreeID"
"HigherEducation35+","LAO","2011","PoorerHousehold+Residence+Sex","0","29169.7613745735",0.03720058840036,"0.137701821667784",0.164352004055717,"0.304609445500666","0.001107606617158","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural with road + Rural without road // PoorerHousehold~1","0","29169.7613745735",0.03720058840036,"0.137701821667784",0.164352004055717,"0.304609445500666","0.001107606617158","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural with road + Rural without road // PoorerHousehold~1","LAO2011","Lao","MICS","Lao","2011","Y","E12","","Y","Both","Two","LAO+2011+HigherEducation35++PoorerHousehold+Residence+Sex"
"HigherEducation35+","KAZ","2015","Ethnicity+PoorerHousehold+Residence+Sex","1","24773.2800599663",0.233487413727352,"0.164812997543296",0.386670014811416,"0.061396965492199","0.076283617134859","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Ethnicity ~ MinorEthnicity + Kazakh // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Ethnicity~Russian","1","24773.2800599663",0.233487413727352,"0.164812997543296",0.386670014811416,"0.061396965492199","0.076283617134859","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Ethnicity ~ MinorEthnicity + Kazakh // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Ethnicity~Russian","KAZ2015","Kazakhstan","MICS","Kazakhstan","2015","Y","E12","","Y","Both","Two","KAZ+2015+HigherEducation35++Ethnicity+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","BGD","2019","Ethnicity+PoorerHousehold+Religion+Residence+Sex","1","48882.9912988377",0.092508652445143,"0.150289767559638",0.243136565521657,"0.107177602803313","0.00396263129721","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female","1","48882.9912988377",0.092508652445143,"0.150289767559638",0.243136565521657,"0.107177602803313","0.00396263129721","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female","BGD2019","Bangladesh","MICS","Bangladesh","2019","Y","E13","","Y","Both","Two","BGD+2019+HigherEducation35plus+Ethnicity+PoorerHousehold+Religion+Residence+Sex"
"HigherEducation35plus","NPL","2019","PoorerHousehold+Residence+Sex","1","19428.5723029537",0.040567373992865,"0.285175283211052",0.098658800155485,"0.217666017521368","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Sex~Female","1","19428.5723029537",0.040567373992865,"0.285175283211052",0.098658800155485,"0.217666017521368","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Sex~Female","NPL2019","Nepal","MICS","Nepal","2019","Y","E13","","Y","Both","Two","NPL+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","NPL","2019","PoorerHousehold+Residence+Sex","1","19428.5723029537",0.040567373992865,"0.285175283211052",0.098658800155485,"0.217666017521368","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Sex~Female","1","19428.5723029537",0.040567373992865,"0.285175283211052",0.098658800155485,"0.217666017521368","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Sex~Female","NPL2019","Nepal","MICS","Nepal","2019","Y","E13","","Y","Both","Two","NPL+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","NPL","2019","Language+PoorerHousehold+Religion+Residence+Sex","1","19428.5723029537",0.040567373992865,"0.223177369626705",0.115126176945356,"0.21766601752137","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","1","19428.5723029537",0.040567373992865,"0.223177369626705",0.115126176945356,"0.21766601752137","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","NPL2019","Nepal","MICS","Nepal","2019","Y","E13","","Y","Both","Two","NPL+2019+HigherEducation35plus+Language+PoorerHousehold+Religion+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga","MICS","Tonga","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","BGD","2019","PoorerHousehold+Residence+Sex","1","48882.9912988377",0.092508652445143,"0.150289767559636",0.243136565521661,"0.107177602803313","0.00396263129721","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female","1","48882.9912988377",0.092508652445143,"0.150289767559636",0.243136565521661,"0.107177602803313","0.00396263129721","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female","BGD2019","Bangladesh","MICS","Bangladesh","2019","Y","E13","","Y","Both","Two","BGD+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","KIR","2019","PoorerHousehold+Residence+Sex","1","4921.3284519141",0.066104772799749,"0.270449692716637",0.118209440254791,"0.399950978683105","0.013266363475164","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4921.3284519141",0.066104772799749,"0.270449692716637",0.118209440254791,"0.399950978683105","0.013266363475164","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male","MIN-leaf // PoorerHousehold~1","KIR2019","Kiribati","MICS","Kiribati","2019","Y","E13","","Y","Both","Two","KIR+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga","MICS","Tonga","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","NPL","2019","Language+PoorerHousehold+Religion+Residence+Sex","1","19428.5723029537",0.040567373992865,"0.223177369626705",0.115126176945356,"0.21766601752137","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","1","19428.5723029537",0.040567373992865,"0.223177369626705",0.115126176945356,"0.21766601752137","0.00134444356042","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","NPL2019","Nepal","MICS","Nepal","2019","Y","E13","","Y","Both","Two","NPL+2019+HigherEducation35plus+Language+PoorerHousehold+Religion+Residence+Sex"
"HigherEducation35plus","TKM","2019","PoorerHousehold+Residence+Sex","1","10880.129855",0.146809775093443,"0.194651749678039",0.275534747618616,"0.192179669991632","0.044409187942341","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","1","10880.129855",0.146809775093443,"0.194651749678039",0.275534747618616,"0.192179669991632","0.044409187942341","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","TKM2019","Turkmenistan","MICS","Turkmenistan","2019","Y","E13","","Y","Both","Two","TKM+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","KIR","2019","Ethnicity+PoorerHousehold+Religion+Residence+Sex","1","4921.3284519141",0.066104772799749,"0.104224406794225",0.158152945611143,"0.32930520690589","0.010215787132328","MAX-leaf // PoorerHousehold ~ 0 // Religion ~ LatterDaySaints + MinorReligion + UnitingChurch // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Religion~LatterDaySaints + RomanCatholic + UnitingChurch","1","4921.3284519141",0.066104772799749,"0.104224406794225",0.158152945611143,"0.32930520690589","0.010215787132328","MAX-leaf // PoorerHousehold ~ 0 // Religion ~ LatterDaySaints + MinorReligion + UnitingChurch // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Religion~LatterDaySaints + RomanCatholic + UnitingChurch","KIR2019","Kiribati","MICS","Kiribati","2019","Y","E13","","Y","Both","Two","KIR+2019+HigherEducation35plus+Ethnicity+PoorerHousehold+Religion+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga","MICS","Tonga","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","TON","2019","Ethnicity+PoorerHousehold+Religion+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.132907596189625",0.279766518116997,"0.253508032328941","0.026919879457193","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Religion ~ FreeChurchTonga + FreeWesleyanChurch + MinorReligion","MIN-leaf // PoorerHousehold~1 // Religion~FreeChurchTonga + LatterDaySaints + MinorReligion + RomanCatholic","1","4409.08891820889",0.136466531201149,"0.132907596189625",0.279766518116997,"0.253508032328941","0.026919879457193","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Religion ~ FreeChurchTonga + FreeWesleyanChurch + MinorReligion","MIN-leaf // PoorerHousehold~1 // Religion~FreeChurchTonga + LatterDaySaints + MinorReligion + RomanCatholic","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+Ethnicity+PoorerHousehold+Religion+Residence+Sex"
"HigherEducation35plus","THA","2019","PoorerHousehold+Residence+Sex","1","56942.1225212955",0.197681498797051,"0.147384276410252",0.390959543566813,"0.140397004214958","0.024605737965233","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","1","56942.1225212955",0.197681498797051,"0.147384276410252",0.390959543566813,"0.140397004214958","0.024605737965233","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","THA2019","Thailand","MICS","Thailand","2019","Y","E13","","Y","Both","Two","THA+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","THA","2019","Language+PoorerHousehold+Religion+Residence+Sex","1","56942.1225212955",0.197681498797051,"0.147384276410251",0.390959543566813,"0.140397004214958","0.024605737965233","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","1","56942.1225212955",0.197681498797051,"0.147384276410251",0.390959543566813,"0.140397004214958","0.024605737965233","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","THA2019","Thailand","MICS","Thailand","2019","Y","E13","","Y","Both","Two","THA+2019+HigherEducation35plus+Language+PoorerHousehold+Religion+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga","MICS","Tonga","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"HigherEducation35plus","TON","2019","Ethnicity+PoorerHousehold+Religion+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.132907596189625",0.279766518116997,"0.253508032328941","0.026919879457193","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Religion ~ FreeChurchTonga + FreeWesleyanChurch + MinorReligion","MIN-leaf // PoorerHousehold~1 // Religion~FreeChurchTonga + LatterDaySaints + MinorReligion + RomanCatholic","1","4409.08891820889",0.136466531201149,"0.132907596189625",0.279766518116997,"0.253508032328941","0.026919879457193","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Religion ~ FreeChurchTonga + FreeWesleyanChurch + MinorReligion","MIN-leaf // PoorerHousehold~1 // Religion~FreeChurchTonga + LatterDaySaints + MinorReligion + RomanCatholic","TON2019","Tonga","MICS","Tonga","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+Ethnicity+PoorerHousehold+Religion+Residence+Sex"
"HigherEducation35plus","TON","2019","PoorerHousehold+Residence+Sex","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","1","4409.08891820889",0.136466531201149,"0.090396424436821",0.262921487574022,"0.379815104351143","0.041593197351756","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","E13","","Y","Both","Two","TON+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex"
"InternetUse","TON","2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.800358435177991,"0.074002418379686",0.905228758169935,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34 // Sex ~ Male","MIN-leaf // aGroup~35+ // PoorerHousehold~1","1","4135",0.800358435177991,"0.074002418379686",0.905228758169935,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34 // Sex ~ Male","MIN-leaf // aGroup~35+ // PoorerHousehold~1","TON2019","Tonga","MICS","Tonga","2019","Y","I12","","Y","Both","Two","TON+2019+InternetUse+aGroup+Education+PoorerHousehold+Residence+Sex"
"InternetUse","TON","2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.800358435177991,"0.26467229678008",0.882565068333515,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~35+ // PoorerHousehold~1","1","4135",0.800358435177991,"0.074002418379686",0.905228758169935,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34 // Sex ~ Male","MIN-leaf // aGroup~35+ // PoorerHousehold~1","TON2019","Tonga","MICS","Tonga","2019","Y","I12","","Y","Both","Two","TON+2019+InternetUse+aGroup+Education+PoorerHousehold+Residence+Sex"
"InternetUse","PHL","2017","aGroup+Education+PoorerHousehold+Residence","1","25073.999827",0.678457518201051,"0.198965245968772",0.970109712417005,"0.123178156469244","0.130732126213085","MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 15-24 + 25-34 // Education ~ Higher","MIN-leaf // PoorerHousehold~1 // aGroup~35+","1","25073.999827",0.678457518201051,"0.198965245968772",0.970109712417005,"0.123178156469244","0.130732126213085","MAX-leaf // PoorerHousehold ~ 0 // aGroup ~ 15-24 + 25-34 // Education ~ Higher","MIN-leaf // PoorerHousehold~1 // aGroup~35+","PHL70","Philippines","DHS","PH","70","Y","I12","","Y","Both","Two","PHL+2017+InternetUse+aGroup+Education+PoorerHousehold+Residence"
"InternetUse","NPL","2016","aGroup+Education+Electricity+PoorerHousehold+Residence+Sex","0.5","16924.999832",0.288514824311403,"0.165928226285137",0.750930654395581,"0.225894658726752","0.024152686309035","MAX-leaf // Education ~ Higher","MIN-leaf // Education~Lower // aGroup~35+","0.5","16924.999832",0.288514824311403,"0.165928226285137",0.750930654395581,"0.225894658726752","0.024152686309035","MAX-leaf // Education ~ Higher","MIN-leaf // Education~Lower // aGroup~35+","NPL7H","Nepal","DHS","NP","7H","Y","I12","","Y","Both","Two","NPL+2016+InternetUse+aGroup+Education+Electricity+PoorerHousehold+Residence+Sex"
"InternetUse","VUT","2007","","1","No Analysis",NA,"",NA,"","","","","1","No Analysis",NA,"",NA,"","","","","VUT2007","Vanuatu","MICS","Vanuatu","2007","?","I12","","Y","Both","None","VUT+2007+InternetUse+"
"InternetUse","TON","2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.800358435177991,"0.26467229678008",0.882565068333515,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~35+ // PoorerHousehold~1","1","4135",0.800358435177991,"0.26467229678008",0.882565068333515,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~35+ // PoorerHousehold~1","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","I12","","Y","Both","Two","TON+2019+InternetUse+aGroup+Education+PoorerHousehold+Residence+Sex"
"InternetUse","KAZ","2010","Education+Electricity+PoorerHousehold+Residence+Sex","0","5027.33596893671",0.678738366536436,"0.356408598889653",0.878196061012664,"0.205556141906679","0.357519226343475","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Education ~ Lower","MIN-leaf // PoorerHousehold~1 // Education~Secondary","0","5027.33596893671",0.678738366536436,"0.356408598889653",0.878196061012664,"0.205556141906679","0.357519226343475","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Education ~ Lower","MIN-leaf // PoorerHousehold~1 // Education~Secondary","KAZ2010","Kazakhstan","MICS","Kazakhstan","2010","Y","I12","","Y","Both","Two","KAZ+2010+InternetUse+Education+Electricity+PoorerHousehold+Residence+Sex"
"InternetUse","BGD","2019","aGroup+Education+PoorerHousehold+Residence","1","64377.6557938163",0.128917042635423,"0.149478137420491",0.3354079243571,"0.108390771003921","0.005940166079864","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Education~Lower // aGroup~35+","1","64377.6557938163",0.128917042635423,"0.149478137420491",0.3354079243571,"0.108390771003921","0.005940166079864","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Secondary // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Education~Lower // aGroup~35+","BGD2019","Bangladesh","MICS","Bangladesh","2019","Y","I12","","Y","Both","Two","BGD+2019+InternetUse+aGroup+Education+PoorerHousehold+Residence"
"InternetUse","TON","2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.800358435177991,"0.074002418379686",0.905228758169935,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34 // Sex ~ Male","MIN-leaf // aGroup~35+ // PoorerHousehold~1","1","4135",0.800358435177991,"0.26467229678008",0.882565068333515,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~35+ // PoorerHousehold~1","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","I12","","Y","Both","Two","TON+2019+InternetUse+aGroup+Education+PoorerHousehold+Residence+Sex"
"InternetUse","UZB","2006","","1","No Analysis",NA,"",NA,"","","","","1","No Analysis",NA,"",NA,"","","","","UZB2006","Uzbekistan","MICS","Uzbekistan","2006","Y","I12","","Y","Both","None","UZB+2006+InternetUse+"
"InternetUse","PNG","2018","aGroup+Education+Electricity+PoorerHousehold+Residence+Sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PNG70","Papua New Guinea","DHS","PG","70","Y","I12","","Y","Other","Other","PNG+2018+InternetUse+aGroup+Education+Electricity+PoorerHousehold+Residence+Sex"
"InternetUse","VNM","2013","Education+Electricity+Ethnicity+PoorerHousehold+Religion+Residence","1","2706.7746616039",0.666773893936566,"0.174439710593376",0.98475465238757,"0.089301146157028","0.066638771606089","MAX-leaf // Education ~ Higher // PoorerHousehold ~ 0","MIN-leaf // Education~Lower // PoorerHousehold~1 // Ethnicity~Non-Kinh","1","2706.7746616039",0.666773893936566,"0.174439710593376",0.98475465238757,"0.089301146157028","0.066638771606089","MAX-leaf // Education ~ Higher // PoorerHousehold ~ 0","MIN-leaf // Education~Lower // PoorerHousehold~1 // Ethnicity~Non-Kinh","VNM2013","Viet Nam","MICS","Viet Nam","2013","Y","I12","","Y","Both","Two","VNM+2013+InternetUse+Education+Electricity+Ethnicity+PoorerHousehold+Religion+Residence"
"InternetUse","TON","2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.800358435177991,"0.074002418379686",0.905228758169935,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34 // Sex ~ Male","MIN-leaf // aGroup~35+ // PoorerHousehold~1","1","4135",0.800358435177991,"0.26467229678008",0.882565068333515,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~35+ // PoorerHousehold~1","TON2019","Tonga","MICS","Tonga","2019","Y","I12","","Y","Both","Two","TON+2019+InternetUse+aGroup+Education+PoorerHousehold+Residence+Sex"
"InternetUse","TON","2019","aGroup+Education+PoorerHousehold+Residence+Sex","1","4135",0.800358435177991,"0.26467229678008",0.882565068333515,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34","MIN-leaf // aGroup~35+ // PoorerHousehold~1","1","4135",0.800358435177991,"0.074002418379686",0.905228758169935,"0.142377090988744","0.647031053359596","MAX-leaf // aGroup ~ 25-34 // Sex ~ Male","MIN-leaf // aGroup~35+ // PoorerHousehold~1","TON2019","Tonga (5 pc)","MICS","Tonga (5 pc)","2019","Y","I12","","Y","Both","Two","TON+2019+InternetUse+aGroup+Education+PoorerHousehold+Residence+Sex"
"InternetUse","KIR","2019","aGroup+Education+Ethnicity+PoorerHousehold+Religion+Residence+Sex","1","6233",0.474947803432023,"0.114614552651328",0.848025124550865,"0.072047957977533","0.074873809355038","MAX-leaf // Education ~ Higher // PoorerHousehold ~ 0 // aGroup ~ 15-24","MIN-leaf // Education~Lower + Secondary // PoorerHousehold~1 // aGroup~35+ // Religion~LatterDaySaints + RomanCatholic","1","6233",0.474947803432023,"0.114614552651328",0.848025124550865,"0.072047957977533","0.074873809355038","MAX-leaf // Education ~ Higher // PoorerHousehold ~ 0 // aGroup ~ 15-24","MIN-leaf // Education~Lower + Secondary // PoorerHousehold~1 // aGroup~35+ // Religion~LatterDaySaints + RomanCatholic","KIR2019","Kiribati","MICS","Kiribati","2019","Y","I12","","Y","Both","Two","KIR+2019+InternetUse+aGroup+Education+Ethnicity+PoorerHousehold+Religion+Residence+Sex"
"InternetUse","LAO","2017","aGroup+Education+Electricity+PoorerHousehold+Residence+Sex","1","37321.9999999999",0.279889879641056,"0.099958694256301",0.812389423669959,"0.103059000014849","0.003290581584547","MAX-leaf // Education ~ Higher","MIN-leaf // Education~Lower // PoorerHousehold~1 // aGroup~35+","1","37321.9999999999",0.279889879641056,"0.099958694256301",0.812389423669959,"0.103059000014849","0.003290581584547","MAX-leaf // Education ~ Higher","MIN-leaf // Education~Lower // PoorerHousehold~1 // aGroup~35+","LAO2017","Lao","MICS","Lao","2017","Y","I12","","Y","Both","Two","LAO+2017+InternetUse+aGroup+Education+Electricity+PoorerHousehold+Residence+Sex"
"InternetUse","GEO","2018","","1","No Analysis",NA,"",NA,"","","","","1","No Analysis",NA,"",NA,"","","","","GEO2018","Georgia","MICS","Georgia","2018","Y","I12","","Y","Both","None","GEO+2018+InternetUse+"
