"IndicatorName","SurveyID","FormularString","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","InUse.x","Latest...1.y","Sample.Size.y","Overall.Mean.y","Max.Leaf.Size.y","Max.Leaf.Access.y","Min.Leaf.Size.y","Min.Leaf.Access.y","Max.Leaf.Characteristics.y","Min.Leaf.Characteristics.y","InUse.y","VariableID","DatasetSource","MergeResult","AnaResult","Country_ISO","Year","TreeID"
"ContraceptiveMethod","THA2012","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","13141.1441805169",0.877041704408235,"0.23345207892678",0.930041170590005,"0.20428710193794","0.811422043929824","MAX-leaf // Education ~ Lower + Secondary // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // Education~Higher","Y","0","13141.1441805169",0.877041704408235,"0.23345207892678",0.930041170590005,"0.20428710193794","0.811422043929824","MAX-leaf // Education ~ Lower + Secondary // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // Education~Higher","Y","W11","IR+WM","Both","Two","THA","2012","THA+2012+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","W11","IR+WM","Both","None","AFG","2010","AFG+2010+ContraceptiveMethod+"
"ContraceptiveMethod","TUR61","aGroup+Education+PoorerHousehold+Residence+Under5","1","5562.024029",0.563538547596591,"0.155424875277899",0.69560738321691,"0.100303891908986","0.36067210506411","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 0 // Education ~ Secondary + Higher","MIN-leaf // aGroup~15-24","Y","1","5562.024029",0.563538547596591,"0.155424875277899",0.69560738321691,"0.100303891908986","0.36067210506411","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 0 // Education ~ Secondary + Higher","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","TUR","2013","TUR+2013+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","IDN63","aGroup+Education+PoorerHousehold+Residence+Under5","0","24666.292115",0.789896101374376,"0.107494387305484",0.861742271582288,"0.259474998802429","0.731602743127802","MAX-leaf // aGroup ~ 15-24 + 25-34 // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // aGroup~35+ // Residence~Urban","Y","0","24666.292115",0.789896101374376,"0.107494387305484",0.861742271582288,"0.259474998802429","0.731602743127802","MAX-leaf // aGroup ~ 15-24 + 25-34 // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // aGroup~35+ // Residence~Urban","Y","W11","IR+WM","Both","Two","IDN","2012","IDN+2012+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","VNM2013","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","5803.04166569837",0.690735324939136,"0.136414461807089",0.775425689568973,"0.159093409890423","0.62472637608902","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~0 // Residence~Urban // NUnder5~0","Y","1","5803.04166569837",0.690735324939136,"0.136414461807089",0.775425689568973,"0.159093409890423","0.62472637608902","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~0 // Residence~Urban // NUnder5~0","Y","W11","IR+WM","Both","Two","VNM","2013","VNM+2013+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","W11","IR+WM","Both","None","AFG","2010","AFG+2010+ContraceptiveMethod+"
"ContraceptiveMethod","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","W11","IR+WM","Both","None","AFG","2010","AFG+2010+ContraceptiveMethod+"
"ContraceptiveMethod","ARM71","aGroup+Education+PoorerHousehold+Residence+Under5","1","2734.516988",0.405605301728701,"0.173160033774857",0.536500212306395,"0.135289678807437","0.260225495515397","MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // Residence~Rural // Education~Lower + Secondary // aGroup~35+","Y","1","2734.516988",0.405605301728701,"0.173160033774857",0.536500212306395,"0.135289678807437","0.260225495515397","MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // Residence~Rural // Education~Lower + Secondary // aGroup~35+","N","W11","IR+WM","Both","Two","ARM","2016","ARM+2016+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","MDV71","aGroup+Education+PoorerHousehold+Residence+Under5","1","2788.234243",0.293917848207131,"0.253726286367827",0.388466856490662,"0.139864816946085","0.157346196023122","MAX-leaf // aGroup ~ 35+ // Education ~ Lower","MIN-leaf // aGroup~15-24","Y","1","2788.234243",0.293917848207131,"0.253726286367827",0.388466856490662,"0.139864816946085","0.157346196023122","MAX-leaf // aGroup ~ 35+ // Education ~ Lower","MIN-leaf // aGroup~15-24","N","W11","IR+WM","Both","Two","MDV","2017","MDV+2017+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","TKM2015","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","3168.49018490003",0.726455217062118,"0.114293799756318",0.869237671090481,"0.095307145762389","0.460018715092758","MAX-leaf // aGroup ~ 35+ // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","0","3168.49018490003",0.726455217062118,"0.114293799756318",0.869237671090481,"0.095307145762389","0.460018715092758","MAX-leaf // aGroup ~ 35+ // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","TKM","2015","TKM+2015+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","THA2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","13014.3423334927",0.896702675836142,"0.15739186436011",0.927141615086169,"0.081100788155208","0.843664143702097","MAX-leaf // Education ~ Secondary // NUnder5 ~ 0 // Residence ~ Rural","MIN-leaf // Education~Higher // aGroup~25-34","Y","1","13014.3423334927",0.896702675836142,"0.15739186436011",0.927141615086169,"0.081100788155208","0.843664143702097","MAX-leaf // Education ~ Secondary // NUnder5 ~ 0 // Residence ~ Rural","MIN-leaf // Education~Higher // aGroup~25-34","Y","W11","IR+WM","Both","Two","THA","2019","THA+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","THA2012","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","0","13141.1441805169",0.877041704408235,"0.106279314365412",0.946222743406651,"0.04923711077181","0.687522585553061","MAX-leaf // Religion ~ Buddhism // Education ~ Lower + Secondary // aGroup ~ 35+ // NUnder5 ~ 1 + 2 + 3 + 4 + 10","MIN-leaf // Religion~MinorReligion + Islam","Y","0","13141.1441805169",0.877041704408235,"0.106279314365412",0.946222743406651,"0.04923711077181","0.687522585553061","MAX-leaf // Religion ~ Buddhism // Education ~ Lower + Secondary // aGroup ~ 35+ // NUnder5 ~ 1 + 2 + 3 + 4 + 10","MIN-leaf // Religion~MinorReligion + Islam","Y","W11","IR+WM","Both","Two","THA","2012","THA+2012+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence"
"ContraceptiveMethod","THA2019","aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence","1","13014.3423334927",0.896702675836142,"0.140133329776375",0.934359233780276,"0.041446409793016","0.744201611736935","MAX-leaf // Religion ~ BUDDHISM + NoReligion // Education ~ Lower + Secondary // Residence ~ Rural // NUnder5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // Religion~ISLAM","Y","1","13014.3423334927",0.896702675836142,"0.140133329776375",0.934359233780276,"0.041446409793016","0.744201611736935","MAX-leaf // Religion ~ BUDDHISM + NoReligion // Education ~ Lower + Secondary // Residence ~ Rural // NUnder5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // Religion~ISLAM","Y","W11","IR+WM","Both","Two","THA","2019","THA+2019+ContraceptiveMethod+aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence"
"ContraceptiveMethod","MNG2018","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence","1","5581.19236019881",0.626233327949087,"0.13169374541207",0.761514981264045,"0.151048518171004","0.497162874012774","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34","MIN-leaf // Residence~Urban // aGroup~15-24 + 35+ // PoorerHousehold~0 // NUnder5~0","Y","1","5581.19236019881",0.626233327949087,"0.13169374541207",0.761514981264045,"0.151048518171004","0.497162874012774","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34","MIN-leaf // Residence~Urban // aGroup~15-24 + 35+ // PoorerHousehold~0 // NUnder5~0","Y","W11","IR+WM","Both","Two","MNG","2018","MNG+2018+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","TLS71","aGroup+Education+PoorerHousehold+Residence+Under5","1","4003.274892",0.466247452736753,"0.232721216787228",0.591384469261924,"0.255859161969335","0.375664807466921","MAX-leaf // Under5 ~ 0 // aGroup ~ 35+","MIN-leaf // Under5~1 + 2 + 3 // aGroup~15-24 + 35+","Y","1","4003.274892",0.466247452736753,"0.232721216787228",0.591384469261924,"0.255859161969335","0.375664807466921","MAX-leaf // Under5 ~ 0 // aGroup ~ 35+","MIN-leaf // Under5~1 + 2 + 3 // aGroup~15-24 + 35+","Y","W11","IR+WM","Both","Two","TLS","2016","TLS+2016+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","LAO2017","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","12670.4039566565",0.747030156732502,"0.192682768633777",0.822767486285869,"0.102816312155823","0.674198814254125","MAX-leaf // Residence ~ RURAL WITH ROAD + RURAL WITHOUT ROAD // NUnder5 ~ 0 + 1 // PoorerHousehold ~ 0 // Education ~ Lower","MIN-leaf // Residence~RURAL WITH ROAD + RURAL WITHOUT ROAD // NUnder5~2 + 3 + 4 + 5 + 6 + 7","Y","1","12670.4039566565",0.747030156732502,"0.192682768633777",0.822767486285869,"0.102816312155823","0.674198814254125","MAX-leaf // Residence ~ RURAL WITH ROAD + RURAL WITHOUT ROAD // NUnder5 ~ 0 + 1 // PoorerHousehold ~ 0 // Education ~ Lower","MIN-leaf // Residence~RURAL WITH ROAD + RURAL WITHOUT ROAD // NUnder5~2 + 3 + 4 + 5 + 6 + 7","N","W11","IR+WM","Both","Two","LAO","2017","LAO+2017+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","KHM61","aGroup+Education+PoorerHousehold+Residence+Under5","0","7915.108445",0.514533040488241,"0.153443628528832",0.594353490032003,"0.101460453079111","0.430455153980885","MAX-leaf // aGroup ~ 25-34 // Education ~ Lower // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24 + 35+ // Residence~Urban","Y","0","7915.108445",0.514533040488241,"0.153443628528832",0.594353490032003,"0.101460453079111","0.430455153980885","MAX-leaf // aGroup ~ 25-34 // Education ~ Lower // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24 + 35+ // Residence~Urban","Y","W11","IR+WM","Both","Two","KHM","2010","KHM+2010+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","KAZ2010","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","5824.93831535719",0.720750352377936,"0.512660736208024",0.761693894749241,"0.110927963935074","0.555241415310239","MAX-leaf // aGroup ~ 25-34 + 35+ // NUnder5 ~ 0 + 1 // Education ~ Lower","MIN-leaf // aGroup~15-24","Y","0","5824.93831535719",0.720750352377936,"0.512660736208024",0.761693894749241,"0.110927963935074","0.555241415310239","MAX-leaf // aGroup ~ 25-34 + 35+ // NUnder5 ~ 0 + 1 // Education ~ Lower","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","KAZ","2010","KAZ+2010+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","TON2019","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","1","937.51524058557",0.459139720899018,"0.063227113896975",0.658315719963648,"0.060110292527986","0.211398930921354","MAX-leaf // aGroup ~ 35+ // Religion ~ MinorReligion + RomanCatholic // NUnder5 ~ 1","MIN-leaf // aGroup~15-24 // Religion~LatterDaySaints + MinorReligion","Y","1","937.51524058557",0.459139720899018,"0.063227113896975",0.658315719963648,"0.060110292527986","0.211398930921354","MAX-leaf // aGroup ~ 35+ // Religion ~ MinorReligion + RomanCatholic // NUnder5 ~ 1","MIN-leaf // aGroup~15-24 // Religion~LatterDaySaints + MinorReligion","Y","W11","IR+WM","Both","Two","TON","2019","TON+2019+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence"
"ContraceptiveMethod","VNM2013","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","1","5803.04166569837",0.690735324939136,"0.098015600122094",0.821418060977186,"0.050808553360544","0.610113528693197","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34 + 35+ // Ethnicity ~ Non-Kinh","MIN-leaf // PoorerHousehold~1 // aGroup~15-24","Y","1","5803.04166569837",0.690735324939136,"0.098015600122094",0.821418060977186,"0.050808553360544","0.610113528693197","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34 + 35+ // Ethnicity ~ Non-Kinh","MIN-leaf // PoorerHousehold~1 // aGroup~15-24","Y","W11","IR+WM","Both","Two","VNM","2013","VNM+2013+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence"
"ContraceptiveMethod","BTN2010","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","8400.593145",0.780597514224693,"0.108230798862239",0.877396516067233,"0.176182760366262","0.661602608550047","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1 // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","Y","1","8400.593145",0.780597514224693,"0.163628745408072",0.860684092155064,"0.176182760366262","0.661602608550047","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","BTN","2010","BTN+2010+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","AFG2010","","0","No Analysis",NA,"",NA,"","","","","Y","0","No Analysis",NA,"",NA,"","","","","Y","W11","IR+WM","Both","None","AFG","2010","AFG+2010+ContraceptiveMethod+"
"ContraceptiveMethod","NPL61","aGroup+Education+PoorerHousehold+Residence+Under5","0","7487.886834",0.561941135367324,"0.266130685756566",0.759634266858317,"0.223517597301335","0.321678992159862","MAX-leaf // aGroup ~ 35+ // Under5 ~ 0 // Education ~ Lower","MIN-leaf // aGroup~15-24","Y","0","7487.886834",0.561941135367324,"0.266130685756566",0.759634266858317,"0.223517597301335","0.321678992159862","MAX-leaf // aGroup ~ 35+ // Under5 ~ 0 // Education ~ Lower","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","NPL","2011","NPL+2011+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","KGZ61","aGroup+Education+PoorerHousehold+Residence+Under5","0","2995.268454",0.620967394263486,"0.144296348269824",0.799708498001996,"0.138263824882523","0.439825011838526","MAX-leaf // Under5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // Under5~1 + 2 + 3 + 4 // aGroup~15-24","Y","0","2995.268454",0.620967394263486,"0.144296348269824",0.799708498001996,"0.138263824882523","0.439825011838526","MAX-leaf // Under5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // Under5~1 + 2 + 3 + 4 // aGroup~15-24","Y","W11","IR+WM","Both","Two","KGZ","2012","KGZ+2012+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","KGZ2014","aGroup+Education+NUnder5+PoorerHousehold+Residence","0.5","2674.4331013031",0.710896118237976,"0.410588058142044",0.805864469542142,"0.175136046550514","0.518296875873271","MAX-leaf // aGroup ~ 35+","MIN-leaf // aGroup~15-24","Y","0.5","2674.4331013031",0.710896118237976,"0.410588058142044",0.805864469542142,"0.175136046550514","0.518296875873271","MAX-leaf // aGroup ~ 35+","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","KGZ","2014","KGZ+2014+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","MNG2013","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","5977.94967207981",0.699595012507127,"0.135051945822631",0.827212055459342,"0.167654462320698","0.590669858515572","MAX-leaf // Residence ~ Rural // Education ~ Lower + Secondary // aGroup ~ 35+","MIN-leaf // Residence~Urban // NUnder5~0 // Education~Higher","Y","0","5977.94967207981",0.699595012507127,"0.135051945822631",0.827212055459342,"0.167654462320698","0.590669858515572","MAX-leaf // Residence ~ Rural // Education ~ Lower + Secondary // aGroup ~ 35+","MIN-leaf // Residence~Urban // NUnder5~0 // Education~Higher","Y","W11","IR+WM","Both","Two","MNG","2013","MNG+2013+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","MNG2018","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","5581.19236019881",0.626233327949087,"0.13169374541207",0.761514981264045,"0.188983483225398","0.52669631130667","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34","MIN-leaf // Residence~Urban // aGroup~15-24 + 35+ // NUnder5~0","Y","1","5581.19236019881",0.626233327949087,"0.13169374541207",0.761514981264045,"0.188983483225398","0.52669631130667","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34","MIN-leaf // Residence~Urban // aGroup~15-24 + 35+ // NUnder5~0","Y","W11","IR+WM","Both","Two","MNG","2018","MNG+2018+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","PHL61","aGroup+Education+PoorerHousehold+Residence+Under5","0","7393.131227",0.514522635160037,"0.099980853484721",0.636818856547743,"0.171431138050326","0.417701453882943","MAX-leaf // aGroup ~ 25-34 // Under5 ~ 0","MIN-leaf // aGroup~15-24","Y","0","7393.131227",0.514522635160037,"0.099980853484721",0.636818856547743,"0.171431138050326","0.417701453882943","MAX-leaf // aGroup ~ 25-34 // Under5 ~ 0","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","PHL","2013","PHL+2013+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","KAZ2010","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","0","5824.93831535719",0.720750352377936,"0.055880050234479",0.784442925105384,"0.110927963935074","0.555241415310239","MAX-leaf // aGroup ~ 25-34 + 35+ // NUnder5 ~ 0 + 1 // Education ~ Lower // Ethnicity ~ MinorEthnicity","MIN-leaf // aGroup~15-24","Y","0","5824.93831535719",0.720750352377936,"0.055880050234479",0.784442925105384,"0.110927963935074","0.555241415310239","MAX-leaf // aGroup ~ 25-34 + 35+ // NUnder5 ~ 0 + 1 // Education ~ Lower // Ethnicity ~ MinorEthnicity","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","KAZ","2010","KAZ+2010+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence"
"ContraceptiveMethod","NPL2019","aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence","1","7938.74537920106",0.623181168832404,"0.078587610082466",0.92628875285065,"0.076323944416896","0.32415901082624","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0 // Language ~ Bhojpuri + Maithili + Tharu","MIN-leaf // aGroup~15-24 // NUnder5~1 + 2 + 3 + 4 + 8 + 5 // Language~Bhojpuri + Maithili + MinorLanguage","Y","1","7938.74537920106",0.623181168832404,"0.078587610082466",0.92628875285065,"0.076323944416896","0.32415901082624","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0 // Language ~ Bhojpuri + Maithili + Tharu","MIN-leaf // aGroup~15-24 // NUnder5~1 + 2 + 3 + 4 + 8 + 5 // Language~Bhojpuri + Maithili + MinorLanguage","Y","W11","IR+WM","Both","Two","NPL","2019","NPL+2019+ContraceptiveMethod+aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence"
"ContraceptiveMethod","BGD61","aGroup+Education+PoorerHousehold+Residence+Under5","0","12424.268646",0.696932965691122,"0.177589606025654",0.754569906023743,"0.20092727492686","0.633487735010228","MAX-leaf // aGroup ~ 15-24 + 25-34 // Residence ~ Urban","MIN-leaf // aGroup~35+ // PoorerHousehold~0","Y","0","12424.268646",0.696932965691122,"0.177589606025654",0.754569906023743,"0.20092727492686","0.633487735010228","MAX-leaf // aGroup ~ 15-24 + 25-34 // Residence ~ Urban","MIN-leaf // aGroup~35+ // PoorerHousehold~0","Y","W11","IR+WM","Both","Two","BGD","2011","BGD+2011+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","BTN2010","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","8400.593145",0.780597514224693,"0.163628745408072",0.860684092155064,"0.176182760366262","0.661602608550047","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24","Y","1","8400.593145",0.780597514224693,"0.163628745408072",0.860684092155064,"0.176182760366262","0.661602608550047","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","BTN","2010","BTN+2010+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","BGD2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","37696.6137570694",0.801665518366682,"0.153266822287087",0.86611145878257,"0.104881808575773","0.73430645323646","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~0 // aGroup~15-24 + 35+ // Residence~Rural // NUnder5~1 + 2 + 3 + 4 + 5 + 6","Y","1","37696.6137570694",0.801665518366682,"0.153266822287087",0.86611145878257,"0.104881808575773","0.73430645323646","MAX-leaf // PoorerHousehold ~ 1 // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~0 // aGroup~15-24 + 35+ // Residence~Rural // NUnder5~1 + 2 + 3 + 4 + 5 + 6","Y","W11","IR+WM","Both","Two","BGD","2019","BGD+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","ARM61","aGroup+Education+PoorerHousehold+Residence+Under5","0","2499.128772",0.401408852252612,"0.167774756026057",0.585167561065983,"0.248485130081163","0.261135251654254","MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // Residence~Rural // aGroup~15-24 + 35+","Y","0","2499.128772",0.401408852252612,"0.167774756026057",0.585167561065983,"0.248485130081163","0.261135251654254","MAX-leaf // Residence ~ Urban // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // Residence~Rural // aGroup~15-24 + 35+","Y","W11","IR+WM","Both","Two","ARM","2010","ARM+2010+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","NPL7H","aGroup+Education+PoorerHousehold+Residence+Under5","0.5","7587.240393",0.562957920634847,"0.151458107622398",0.718751140409048,"0.197599055037613","0.337446477879974","MAX-leaf // aGroup ~ 35+ // Residence ~ Rural","MIN-leaf // aGroup~15-24","Y","0.5","7587.240393",0.562957920634847,"0.151458107622398",0.718751140409048,"0.197599055037613","0.337446477879974","MAX-leaf // aGroup ~ 35+ // Residence ~ Rural","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","NPL","2016","NPL+2016+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","KIR2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","1651.03961077844",0.510893524517726,"0.210126264018264",0.625578258826169,"0.106724109035936","0.402801289536244","MAX-leaf // NUnder5 ~ 0 // aGroup ~ 25-34 + 35+","MIN-leaf // NUnder5~0 + 1 // aGroup~15-24","Y","1","1651.03961077844",0.510893524517726,"0.210126264018264",0.625578258826169,"0.106724109035936","0.402801289536244","MAX-leaf // NUnder5 ~ 0 // aGroup ~ 25-34 + 35+","MIN-leaf // NUnder5~0 + 1 // aGroup~15-24","Y","W11","IR+WM","Both","Two","KIR","2019","KIR+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","PHL70","aGroup+Education+PoorerHousehold+Residence+Under5","1","11130.925565",0.561211815811833,"0.250731237640794",0.635804605587925,"0.168752208523101","0.489416571661514","MAX-leaf // Education ~ Lower + Secondary // aGroup ~ 25-34","MIN-leaf // Education~Higher // Residence~Urban","Y","1","11130.925565",0.561211815811833,"0.250731237640794",0.635804605587925,"0.168752208523101","0.489416571661514","MAX-leaf // Education ~ Lower + Secondary // aGroup ~ 25-34","MIN-leaf // Education~Higher // Residence~Urban","Y","W11","IR+WM","Both","Two","PHL","2017","PHL+2017+ContraceptiveMethod+aGroup+Education+PoorerHousehold+Residence+Under5"
"ContraceptiveMethod","BTN2010","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","8400.593145",0.780597514224693,"0.163628745408072",0.860684092155064,"0.176182760366262","0.661602608550047","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24","Y","1","8400.593145",0.780597514224693,"0.108230798862239",0.877396516067233,"0.176182760366262","0.661602608550047","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1 // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","Y","W11","IR+WM","Both","Two","BTN","2010","BTN+2010+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
"ContraceptiveMethod","GEO2018","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","3204.51801923649",0.484609849905267,"0.206772611441605",0.683442989575127,"0.129472567304252","0.277422620357694","MAX-leaf // aGroup ~ 15-24 + 25-34 // Education ~ Higher","MIN-leaf // aGroup~35+ // Education~Lower + Secondary // Residence~RURAL","Y","1","3204.51801923649",0.484609849905267,"0.206772611441605",0.683442989575127,"0.129472567304252","0.277422620357694","MAX-leaf // aGroup ~ 15-24 + 25-34 // Education ~ Higher","MIN-leaf // aGroup~35+ // Education~Lower + Secondary // Residence~RURAL","Y","W11","IR+WM","Both","Two","GEO","2018","GEO+2018+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence"
