TreeID,IndicatorName.x,,SurveyID.x,FormularString.x,Latest...1.x,Sample.Size.x,Overall.Mean.x,Overall.Mean,,Max.Leaf.Size.x,Max.Leaf.Access.x,Min.Leaf.Size.x,Min.Leaf.Access.x,Max.Leaf.Characteristics.x,Min.Leaf.Characteristics.x,Sample.Size,Overall.Mean,Max.Leaf.Size,Max.Leaf.Access,Min.Leaf.Size,Min.Leaf.Access,Max.Leaf.Characteristics,Min.Leaf.Characteristics,,,,,,InUse.x.x,Latest...1.y,Sample.Size.y,Overall.Mean.y,Max.Leaf.Size.y,Max.Leaf.Access.y,Min.Leaf.Size.y,Min.Leaf.Access.y,Max.Leaf.Characteristics.y,Min.Leaf.Characteristics.y,InUse.y.x,VariableID.x,DatasetSource.x,MergeResult,AnaResult,Country_ISO.x,Year.x,data1,IndicatorName.y,Country_ISO.y,Year.y,Analysis,Sample.Size,Overall.Mean,Max.Leaf.Size,Max.Leaf.Access,Min.Leaf.Size,Min.Leaf.Access,Max.Leaf.Characteristics,Min.Leaf.Characteristics,FormularString.y,SurveyID.y,Country,Year.y,SurveySource,CountryCode,VersionCode,MetadataFile,InUse.x.y,MICS_Education_data,AdditionalVariables,Religion_data,Ethnicity_data,Language_data,VariableID.y,SurveySouce,DatasetSource.y,InUse.y.y,data2
NPL+2019+SafeSanitation+HighestEducation+PoorerHousehold+Residence,SafeSanitation,,NPL2019,HighestEducation+PoorerHousehold+Residence,1,12655,75.60%,75.60%,0.00%,0.077936568961014,0.89130500416082,0.229316027441666,0.688400901731964,MAX-leaf // Residence ~ Rural // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Urban // HighestEducation~Lower // PoorerHousehold~0,12655,0.755995257845569,0.077936568961014,0.89130500416082,0.229316027441666,0.688400901731964,MAX-leaf // Residence ~ Rural // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Urban // HighestEducation~Lower // PoorerHousehold~0,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H16,HR+HH,Both,All,NPL,2019,1,SafeSanitation,NPL,2019,SafeSanitation ~ PoorerHousehold + Residence + HighestEducation,12655,0.755995257845569,0.077936568961014,0.89130500416082,0.229316027441666,0.688400901731964,MAX-leaf // Residence ~ Rural // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Urban // HighestEducation~Lower // PoorerHousehold~0,HighestEducation+PoorerHousehold+Residence,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,H16,BOTH,HR+HH,Y,1
NPL+2019+SafeSanitationHL+aGroupHL+EducationHL+Language+PoorerHousehold+Religion+Residence+Sex,SafeSanitationHL,,NPL2019,aGroupHL+EducationHL+Language+PoorerHousehold+Religion+Residence+Sex,1,53815.3510770144,78.44%,78.44%,0.00%,0.048805297826379,0.906197778149386,0.071919851412776,0.651441923681107,MAX-leaf // Language ~ Nepali + Tharu // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Language~Bhojpuri,53815.3510770144,0.784350271862487,0.048805297826379,0.906197778149386,0.071919851412776,0.651441923681107,MAX-leaf // Language ~ Nepali + Tharu // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Language~Bhojpuri,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C18,,Both,All,NPL,2019,1,SafeSanitationHL,NPL,2019,SafeSanitationHL ~ PoorerHousehold + Residence + aGroupHL + EducationHL + Sex + Religion + Language,53815.3510770144,0.784350271862487,0.048805297826379,0.906197778149386,0.071919851412776,0.651441923681107,MAX-leaf // Language ~ Nepali + Tharu // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Language~Bhojpuri,aGroupHL+EducationHL+Language+PoorerHousehold+Religion+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,C18,,,Y,1
NPL+2019+SafeSanitationHL+aGroupHL+EducationHL+PoorerHousehold+Residence+Sex,SafeSanitationHL,,NPL2019,aGroupHL+EducationHL+PoorerHousehold+Residence+Sex,1,53815.3510770144,78.44%,78.44%,0.00%,0.164883961832135,0.842516954529361,0.213855478638377,0.717242093115384,MAX-leaf // Residence ~ Rural // aGroupHL ~ 25-59 + 60+,MIN-leaf // Residence~Urban // aGroupHL~0-24 // PoorerHousehold~0,53815.3510770144,0.784350271862487,0.164883961832135,0.842516954529361,0.213855478638377,0.717242093115384,MAX-leaf // Residence ~ Rural // aGroupHL ~ 25-59 + 60+,MIN-leaf // Residence~Urban // aGroupHL~0-24 // PoorerHousehold~0,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C18,,Both,All,NPL,2019,1,SafeSanitationHL,NPL,2019,SafeSanitationHL ~ PoorerHousehold + Residence + aGroupHL + EducationHL + Sex,53815.3510770144,0.784350271862487,0.164883961832135,0.842516954529361,0.213855478638377,0.717242093115384,MAX-leaf // Residence ~ Rural // aGroupHL ~ 25-59 + 60+,MIN-leaf // Residence~Urban // aGroupHL~0-24 // PoorerHousehold~0,aGroupHL+EducationHL+PoorerHousehold+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,C18,,,Y,1
NPL+2019+SecondaryEducation2035+Language+PoorerHousehold+Religion+Residence+Sex,SecondaryEducation2035,,NPL2019,Language+PoorerHousehold+Religion+Residence+Sex,1,13407.2978045598,31.71%,31.71%,0.00%,0.235093664915967,0.486407102073704,0.196656143267753,0.138660002351182,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,13407.2978045598,0.317054261005706,0.178433220825579,0.541323073650539,0.089476475137696,0.090469494131171,MAX-leaf // PoorerHousehold ~ 0 // Language ~ MinorLanguage + Nepali // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Language~Bhojpuri + Maithili + MinorLanguage // Sex~Female,,,,,,Y,1,13407.2978045598,0.317054261005706,0.235093664915967,0.486407102073704,0.196656143267753,0.138660002351182,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,Y,E14,,Both,Two,NPL,2019,1,SecondaryEducation2035,NPL,2019,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex + Religion + Language,13407.2978045598,0.317054261005706,0.178433220825579,0.541323073650539,0.089476475137696,0.090469494131171,MAX-leaf // PoorerHousehold ~ 0 // Language ~ MinorLanguage + Nepali // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Language~Bhojpuri + Maithili + MinorLanguage // Sex~Female,Language+PoorerHousehold+Religion+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,E14,,,Y,1
NPL+2019+SecondaryEducation2035+PoorerHousehold+Residence+Sex,SecondaryEducation2035,,NPL2019,PoorerHousehold+Residence+Sex,1,13407.2978045598,31.71%,31.71%,0.00%,0.235093664915966,0.486407102073705,0.196656143267754,0.138660002351181,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,13407.2978045598,0.317054261005706,0.235093664915967,0.486407102073704,0.196656143267753,0.138660002351182,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,,,,,,Y,1,13407.2978045598,0.317054261005706,0.235093664915966,0.486407102073705,0.196656143267754,0.138660002351181,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,Y,E14,,Both,Two,NPL,2019,1,SecondaryEducation2035,NPL,2019,SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex,13407.2978045598,0.317054261005706,0.235093664915967,0.486407102073704,0.196656143267753,0.138660002351182,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,E14,,,Y,1
NPL+2019+SecondaryEducation35plus+Language+PoorerHousehold+Religion+Residence+Sex,SecondaryEducation35plus,,NPL2019,Language+PoorerHousehold+Religion+Residence+Sex,1,20358.7395832538,8.07%,8.07%,0.00%,0.223972722095095,0.196869105864549,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,20358.7395832538,0.080670901403414,0.107919901697094,0.229691156351525,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban // Language ~ Nepali,MIN-leaf // PoorerHousehold~1 // Sex~Female,,,,,,Y,1,20358.7395832538,0.080670901403414,0.223972722095095,0.196869105864549,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Sex~Female,Y,E16,,Both,Two,NPL,2019,1,SecondaryEducation35plus,NPL,2019,SecondaryEducation35plus ~ PoorerHousehold + Residence + Sex + Religion + Language,20358.7395832538,0.080670901403414,0.107919901697094,0.229691156351525,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male // Residence ~ Urban // Language ~ Nepali,MIN-leaf // PoorerHousehold~1 // Sex~Female,Language+PoorerHousehold+Religion+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,E16,,,Y,1
NPL+2019+SecondaryEducation35plus+PoorerHousehold+Residence+Sex,SecondaryEducation35plus,,NPL2019,PoorerHousehold+Residence+Sex,1,20358.7395832538,8.07%,8.07%,0.00%,0.285663872216922,0.174349055861332,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,20358.7395832538,0.080670901403414,0.285663872216919,0.174349055861334,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,,,,,,Y,1,20358.7395832538,0.080670901403414,0.285663872216922,0.174349055861332,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,Y,E16,,Both,Two,NPL,2019,1,SecondaryEducation35plus,NPL,2019,SecondaryEducation35plus ~ PoorerHousehold + Residence + Sex,20358.7395832538,0.080670901403414,0.285663872216919,0.174349055861334,0.216582686320624,0.007139101137111,MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Male,MIN-leaf // PoorerHousehold~1 // Sex~Female,PoorerHousehold+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,E16,,,Y,1
NPL+2019+Stunting+Language+MotherEducation+NUnder5+PoorerHousehold+Religion+Residence+Sex,Stunting,,NPL2019,Language+MotherEducation+NUnder5+PoorerHousehold+Religion+Residence+Sex,1,6451.25500086039,31.66%,31.66%,0.00%,0.085708577793834,0.454948948457885,0.084099539162308,0.156231842001229,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Language~Nepali // Sex~Female,6451.25500086039,0.31664339743466,0.085708577793834,0.454948948457885,0.084099539162308,0.156231842001229,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Language~Nepali // Sex~Female,,,,,,Y,1,6451.25500086039,0.31664339743466,0.085708577793834,0.454948948457885,0.084099539162308,0.156231842001229,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Language~Nepali // Sex~Female,Y,K16,,Both,Two,NPL,2019,1,Stunting,NPL,2019,Stunting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Language,6451.25500086039,0.31664339743466,0.085708577793834,0.454948948457885,0.084099539162308,0.156231842001229,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // Language~Nepali // Sex~Female,Language+MotherEducation+NUnder5+PoorerHousehold+Religion+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,K16,,,Y,1
NPL+2019+Stunting+MotherEducation+NUnder5+PoorerHousehold+Residence+Sex,Stunting,,NPL2019,MotherEducation+NUnder5+PoorerHousehold+Residence+Sex,1,6451.25500086039,31.66%,31.66%,0.00%,0.085708577793834,0.454948948457885,0.166219781351855,0.196862273525759,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // MotherEducation~Secondary,6451.25500086039,0.31664339743466,0.085708577793834,0.454948948457885,0.166219781351855,0.196862273525759,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // MotherEducation~Secondary,,,,,,NAN,1,6451.25500086039,0.31664339743466,0.085708577793834,0.454948948457885,0.166219781351855,0.196862273525759,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // MotherEducation~Secondary,Y,K16,,Both,Other,NPL,2019,1,Stunting,NPL,2019,Stunting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,6451.25500086039,0.31664339743466,0.085708577793834,0.454948948457885,0.166219781351855,0.196862273525759,MAX-leaf // PoorerHousehold ~ 1 // MotherEducation ~ Lower // Residence ~ Rural // Sex ~ Male,MIN-leaf // PoorerHousehold~0 // NUnder5~1 // MotherEducation~Secondary,MotherEducation+NUnder5+PoorerHousehold+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,K16,,,Y,1
NPL+2019+Wasting+Language+MotherEducation+NUnder5+PoorerHousehold+Religion+Residence+Sex,Wasting,,NPL2019,Language+MotherEducation+NUnder5+PoorerHousehold+Religion+Residence+Sex,1,6472.38743414039,12.28%,12.28%,0.00%,0.067058219212286,0.211470996936099,0.094975406207814,0.053745847083801,MAX-leaf // Language ~ Bhojpuri + Tharu // NUnder5 ~ 2 + 3 + 4 + 5 + 8,MIN-leaf // Language~Maithili + MinorLanguage + Nepali // Sex~Female // MotherEducation~Secondary // NUnder5~1,6472.38743414039,0.122848802900662,0.067058219212286,0.211470996936099,0.094975406207814,0.053745847083801,MAX-leaf // Language ~ Bhojpuri + Tharu // NUnder5 ~ 2 + 3 + 4 + 5 + 8,MIN-leaf // Language~Maithili + MinorLanguage + Nepali // Sex~Female // MotherEducation~Secondary // NUnder5~1,,,,,,Y,1,6472.38743414039,0.122848802900662,0.067058219212286,0.211470996936099,0.094975406207814,0.053745847083801,MAX-leaf // Language ~ Bhojpuri + Tharu // NUnder5 ~ 2 + 3 + 4 + 5 + 8,MIN-leaf // Language~Maithili + MinorLanguage + Nepali // Sex~Female // MotherEducation~Secondary // NUnder5~1,Y,K17,,Both,Two,NPL,2019,1,Wasting,NPL,2019,Wasting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex + Religion + Language,6472.38743414039,0.122848802900662,0.067058219212286,0.211470996936099,0.094975406207814,0.053745847083801,MAX-leaf // Language ~ Bhojpuri + Tharu // NUnder5 ~ 2 + 3 + 4 + 5 + 8,MIN-leaf // Language~Maithili + MinorLanguage + Nepali // Sex~Female // MotherEducation~Secondary // NUnder5~1,Language+MotherEducation+NUnder5+PoorerHousehold+Religion+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,K17,,,Y,1
NPL+2019+Wasting+MotherEducation+NUnder5+PoorerHousehold+Residence+Sex,Wasting,,NPL2019,MotherEducation+NUnder5+PoorerHousehold+Residence+Sex,1,6472.38743414039,12.28%,12.28%,0.00%,0.076464508297753,0.178146838185518,0.163890730897508,0.075012385946332,MAX-leaf // Sex ~ Male // NUnder5 ~ 2 + 3 + 4 + 5 // Residence ~ Rural,MIN-leaf // Sex~Female // MotherEducation~Secondary,6472.38743414039,0.122848802900662,0.076464508297753,0.178146838185518,0.163890730897508,0.075012385946332,MAX-leaf // Sex ~ Male // NUnder5 ~ 2 + 3 + 4 + 5 // Residence ~ Rural,MIN-leaf // Sex~Female // MotherEducation~Secondary,,,,,,NAN,1,6472.38743414039,0.122848802900662,0.076464508297753,0.178146838185518,0.163890730897508,0.075012385946332,MAX-leaf // Sex ~ Male // NUnder5 ~ 2 + 3 + 4 + 5 // Residence ~ Rural,MIN-leaf // Sex~Female // MotherEducation~Secondary,Y,K17,,Both,Other,NPL,2019,1,Wasting,NPL,2019,Wasting ~ PoorerHousehold + Residence + MotherEducation + NUnder5 + Sex,6472.38743414039,0.122848802900662,0.076464508297753,0.178146838185518,0.163890730897508,0.075012385946332,MAX-leaf // Sex ~ Male // NUnder5 ~ 2 + 3 + 4 + 5 // Residence ~ Rural,MIN-leaf // Sex~Female // MotherEducation~Secondary,MotherEducation+NUnder5+PoorerHousehold+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,K17,,,Y,1
NPL+2019+WaterOnstieHL+aGroupHL+EducationHL+Language+PoorerHousehold+Religion+Residence+Sex,WaterOnstieHL,,NPL2019,aGroupHL+EducationHL+Language+PoorerHousehold+Religion+Residence+Sex,1,53815.3510770144,77.99%,77.99%,0.00%,0.041822483504977,0.948198228369673,0.086739771555401,0.526305036436022,MAX-leaf // PoorerHousehold ~ 0 // Language ~ Maithili + Tharu // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // Language~Bhojpuri + Nepali // Residence~Urban,53815.3510770144,0.779917562939415,0.041822483504977,0.948198228369673,0.086739771555401,0.526305036436022,MAX-leaf // PoorerHousehold ~ 0 // Language ~ Maithili + Tharu // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // Language~Bhojpuri + Nepali // Residence~Urban,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C21,,Both,All,NPL,2019,1,WaterOnstieHL,NPL,2019,WaterOnstieHL ~ PoorerHousehold + Residence + aGroupHL + EducationHL + Sex + Religion + Language,53815.3510770144,0.779917562939415,0.041822483504977,0.948198228369673,0.086739771555401,0.526305036436022,MAX-leaf // PoorerHousehold ~ 0 // Language ~ Maithili + Tharu // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // Language~Bhojpuri + Nepali // Residence~Urban,aGroupHL+EducationHL+Language+PoorerHousehold+Religion+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,C21,,,Y,1
NPL+2019+WaterOnstieHL+aGroupHL+EducationHL+PoorerHousehold+Residence+Sex,WaterOnstieHL,,NPL2019,aGroupHL+EducationHL+PoorerHousehold+Residence+Sex,1,53815.3510770144,77.99%,77.99%,0.00%,0.126679662240309,0.906268075167952,0.10142206035766,0.55160848581258,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // Residence~Rural // aGroupHL~0-24,53815.3510770144,0.779917562939415,0.126679662240309,0.906268075167952,0.10142206035766,0.55160848581258,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // Residence~Rural // aGroupHL~0-24,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,C21,,Both,All,NPL,2019,1,WaterOnstieHL,NPL,2019,WaterOnstieHL ~ PoorerHousehold + Residence + aGroupHL + EducationHL + Sex,53815.3510770144,0.779917562939415,0.126679662240309,0.906268075167952,0.10142206035766,0.55160848581258,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // PoorerHousehold~1 // Residence~Rural // aGroupHL~0-24,aGroupHL+EducationHL+PoorerHousehold+Residence+Sex,NPL2019,Nepal,2019,MICS,Nepal,2019,,Y,Ready,,Ready,NA,Ready,C21,,,Y,1
PAK+2013+AccessElectricity+HighestEducation+PoorerHousehold+Residence,AccessElectricity,,PAK61,HighestEducation+PoorerHousehold+Residence,0,12943.000385,93.62%,93.62%,0.00%,0.319083506694961,0.999959869710582,0.23217705026747,0.809815211045309,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,12943.000385,0.936155352899652,0.601407046160723,0.99777620643149,0.231672156826566,0.809198277524935,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H11,HR+HH,Both,All,PAK,2013,1,AccessElectricity,PAK,2013,AccessElectricity ~ PoorerHousehold + Residence + HighestEducation,12943.000385,0.936155352899652,0.601407046160723,0.99777620643149,0.231672156826566,0.809198277524935,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,HighestEducation+PoorerHousehold+Residence,PAK61,Pakistan,2013,DHS,PK,61,,Y,,,,,,H11,BOTH,HR+HH,Y,1
PAK+2013+BasicWater+HighestEducation+PoorerHousehold+Residence,BasicWater,,PAK61,HighestEducation+PoorerHousehold+Residence,0,12943.000385,87.22%,87.22%,0.00%,0.601407046160723,0.929240153640423,0.231672156826566,0.780239630293986,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,12943.000385,0.872162005734191,0.601407046160723,0.929240153640423,0.231672156826566,0.780239630293986,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H12,HR+HH,Both,All,PAK,2013,1,BasicWater,PAK,2013,BasicWater ~ PoorerHousehold + Residence + HighestEducation,12943.000385,0.872162005734191,0.601407046160723,0.929240153640423,0.231672156826566,0.780239630293986,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,HighestEducation+PoorerHousehold+Residence,PAK61,Pakistan,2013,DHS,PK,61,,Y,,,,,,H12,BOTH,HR+HH,Y,1
PAK+2013+CleanFuel+HighestEducation+PoorerHousehold+Residence,CleanFuel,,PAK61,HighestEducation+PoorerHousehold+Residence,0,12943.000385,37.62%,37.62%,0.00%,0.165539247490334,0.945763862300414,0.220838096343765,0.019868570365041,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1 // HighestEducation~Lower,12943.000385,0.376155660216339,0.165571210558224,0.944611068006032,0.220333202902862,0.019792314235363,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1 // HighestEducation~Lower,,,,,,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAN,H13,HR+HH,Both,All,PAK,2013,1,CleanFuel,PAK,2013,CleanFuel ~ PoorerHousehold + Residence + HighestEducation,12943.000385,0.376155660216339,0.165571210558224,0.944611068006032,0.220333202902862,0.019792314235363,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1 // HighestEducation~Lower,HighestEducation+PoorerHousehold+Residence,PAK61,Pakistan,2013,DHS,PK,61,,Y,,,,,,H13,BOTH,HR+HH,Y,1
PAK+2013+NotOverweight+MotherEducation+PoorerHousehold+Residence+Sex+Under5,NotOverweight,,PAK61,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0,3487.767426,96.72%,96.72%,0.00%,0.090931860202539,0.98892700274363,0.085169816022016,0.938619828527959,MAX-leaf // MotherEducation ~ Lower + Secondary // Under5 ~ 1 // Sex ~ Male,MIN-leaf // MotherEducation~Higher,3487.767426,0.967212041104716,0.152819931176225,0.970956446488674,0.151216873598956,0.950254503103307,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Urban // Sex~Female,,,,,,Y,0,3487.767426,0.967212041104716,0.090931860202539,0.98892700274363,0.085169816022016,0.938619828527959,MAX-leaf // MotherEducation ~ Lower + Secondary // Under5 ~ 1 // Sex ~ Male,MIN-leaf // MotherEducation~Higher,N,K11,,Both,Two,PAK,2013,1,NotOverweight,PAK,2013,NotOverweight ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,3487.767426,0.967212041104716,0.152819931176225,0.970956446488674,0.151216873598956,0.950254503103307,MAX-leaf // Residence ~ Urban // Sex ~ Male,MIN-leaf // Residence~Urban // Sex~Female,MotherEducation+PoorerHousehold+Residence+Sex+Under5,PAK61,Pakistan,2013,DHS,PK,61,,Y,,,,,,K11,,,Y,1
PAK+2013+NotStunting+MotherEducation+PoorerHousehold+Residence+Sex+Under5,NotStunting,,PAK61,MotherEducation+PoorerHousehold+Residence+Sex+Under5,0,3487.767426,54.93%,54.93%,0.00%,0.080822548515883,0.803809001525885,0.202295306372874,0.35055345054215,MAX-leaf // MotherEducation ~ Secondary + Higher // Under5 ~ 0 + 3 + 4 + 6 + 8,MIN-leaf // MotherEducation~Lower // PoorerHousehold~1 // Sex~Male,3487.767426,0.549338289507839,0.171991369472695,0.76764450699828,0.208050308512745,0.354058924561871,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary,MIN-leaf // PoorerHousehold~1 // Sex~Male,,,,,,Y,0,3487.767426,0.549338289507839,0.080822548515883,0.803809001525885,0.202295306372874,0.35055345054215,MAX-leaf // MotherEducation ~ Secondary + Higher // Under5 ~ 0 + 3 + 4 + 6 + 8,MIN-leaf // MotherEducation~Lower // PoorerHousehold~1 // Sex~Male,N,K12,,Both,Two,PAK,2013,1,NotStunting,PAK,2013,NotStunting ~ PoorerHousehold + Residence + MotherEducation + Under5 + Sex,3487.767426,0.549338289507839,0.171991369472695,0.76764450699828,0.208050308512745,0.354058924561871,MAX-leaf // PoorerHousehold ~ 0 // MotherEducation ~ Secondary,MIN-leaf // PoorerHousehold~1 // Sex~Male,MotherEducation+PoorerHousehold+Residence+Sex+Under5,PAK61,Pakistan,2013,DHS,PK,61,,Y,,,,,,K12,,,Y,1
