ID,Source,Type,Type_Code,Country,Year,Latest = 1,Additional variables,Indicator Name,Formula,Sample Size,Overall Mean,Max Leaf Size,Max Leaf Access,Min Leaf Size,Min Leaf Access,Gap,Max Leaf Characteristics,Min Leaf Characteristics,Most imp. Var.,2nd var,3rd var,4th var,5th var,,,
Turkmenistan2015MICShhLand ,MICS,Household,hh,Turkmenistan,2015,0,No,Land , PoorerHousehold + HHSex + HighestEducation,3226.53821234644,0.893602002926339,0.354191118120376,0.949089613355977,0.102352381746573,0.81456649105104,0.134523122304937,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HHSex~Female,PoorerHousehold,HHSex,HighestEducation,,,,,
Turkmenistan2019MICShhLand ,MICS,Household,hh,Turkmenistan,2019,1,No,Land , PoorerHousehold + HHSex + HighestEducation,3142.277736,0.952985244968174,0.826111015032185,0.957890617221722,0.173888984967814,0.92968082432165,0.028209792900072,MAX-leaf // HHSex ~ Male,MIN-leaf // HHSex~Female,HHSex,,,,,,,
,MICS,Household,,Turkmenistan,2015,0,Yes,Land , PoorerHousehold + HHSex + HighestEducation + Language,3226.53821234644,0.893602002926339,0.346272156781243,0.954722370606539,0.088241295900319,0.681247622010323,0.273474748596216,MAX-leaf // Language ~ MinorLanguage + Turkmen // PoorerHousehold ~ 0,MIN-leaf // Language~Uzbek,Language,PoorerHousehold,HHSex,HighestEducation,,,,
Turkmenistan2015MICShhMobilePhoneHH ,MICS,Household,hh,Turkmenistan,2015,0,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,5861,0.985999924531191,0.194985698189576,0.999377069931744,0.306868180158646,0.975134250829165,0.024242819102579,MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban // HighestEducation~Lower + Secondary,PoorerHousehold,HighestEducation,Residence,,,,,
Turkmenistan2019MICShhMobilePhoneHH ,MICS,Household,hh,Turkmenistan,2019,1,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,6195.000089,0.99109410472843,0.176394703196266,0.997243438943254,0.314624188700313,0.985486103675081,0.011757335268173,MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban // HighestEducation~Lower + Secondary,HighestEducation,PoorerHousehold,Residence,,,,,
,MICS,Household,,Turkmenistan,2015,0,Yes,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation + Language,5861,0.985999924531191,0.193748235347281,0.999373091300344,0.091340364559173,0.936687644416638,0.062685446883706,MAX-leaf // Language ~ Turkmen + Uzbek // PoorerHousehold ~ 0 // Residence ~ Rural,MIN-leaf // Language~MinorLanguage,Language,PoorerHousehold,Residence,,,,,
Turkmenistan2015MICShhSafeSanitation ,MICS,Household,hh,Turkmenistan,2015,0,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,5861,0.983702847446042,0.550509846842938,0.99419327435697,0.306868180158646,0.962231920262927,0.031961354094043,MAX-leaf // Residence ~ Rural,MIN-leaf // Residence~Urban // HighestEducation~Lower + Secondary,Residence,HighestEducation,PoorerHousehold,,,,,
Turkmenistan2019MICShhSafeSanitation ,MICS,Household,hh,Turkmenistan,2019,1,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,6195.000089,0.985950908676411,0.176394703196266,0.996826059254401,0.492771962734998,0.980635158666851,0.01619090058755,MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 0,MIN-leaf // Residence~Urban,Residence,PoorerHousehold,HighestEducation,,,,,
,MICS,Household,,Turkmenistan,2015,0,Yes,SafeSanitation , PoorerHousehold + Residence + HighestEducation + Language,5861,0.983702847446042,0.550509846842938,0.99419327435697,0.229452127306876,0.956304186468791,0.037889087888179,MAX-leaf // Residence ~ Rural,MIN-leaf // Residence~Urban // HighestEducation~Lower + Secondary // Language~Turkmen,Residence,HighestEducation,PoorerHousehold,Language,,,,
Uzbekistan2006MICShhAccessElectricity ,MICS,Household,hh,Uzbekistan,2006,1,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,10197.999788,0.994868761022963,0.629564710675395,0.998528208830869,0.370435289324603,0.988649431313269,0.0098787775176,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,AccessElectricity , PoorerHousehold + Residence + HighestEducation + Language,10197.999788,0.994868761022963,0.629564710675395,0.998528208830869,0.370435289324603,0.988649431313269,0.0098787775176,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,,,,,,
Uzbekistan2006MICShhBankCardHH,MICS,Household,hh,Uzbekistan,2006,1,No,BankCardHH,,No Analysis,,,,,,0,,,,,,,,,,
Uzbekistan2006MICShhBankCardHH,MICS,Household,hh,Uzbekistan,2006,1,No,BankCardHH,,No Analysis,,,,,,0,,,,,,,,,,
Uzbekistan2006MICShhBasicWater ,MICS,Household,hh,Uzbekistan,2006,1,No,BasicWater , PoorerHousehold + Residence + HighestEducation,10197.999788,0.849240767703377,0.133000190154544,0.984977936634459,0.33615960014374,0.734238309271152,0.250739627363307,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,BasicWater , PoorerHousehold + Residence + HighestEducation + Language,10197.999788,0.849240767703377,0.313595009657005,0.980486236552497,0.33615960014374,0.734238309271152,0.246247927281345,MAX-leaf // Residence ~ Urban // Language ~ Uzbek + Russian,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,Language,HighestEducation,,,,
Uzbekistan2006MICShhCleanFuel ,MICS,Household,hh,Uzbekistan,2006,1,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,10197.999788,0.842591531636537,0.342569324340528,0.997105706419449,0.370435289324603,0.624118132956533,0.372987573462916,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,CleanFuel , PoorerHousehold + Residence + HighestEducation + Language,10197.999788,0.842591531636537,0.342569324340528,0.997105706419449,0.370435289324603,0.624118132956533,0.372987573462916,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,Language,HighestEducation,,,,
Uzbekistan2006MICShhCleanWater ,MICS,Household,hh,Uzbekistan,2006,1,No,CleanWater , PoorerHousehold + Residence + HighestEducation,10197.999788,0.906500801351066,0.376845013521389,0.998986641748947,0.33615960014374,0.83869408082582,0.160292560923127,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,CleanWater , PoorerHousehold + Residence + HighestEducation + Language,10197.999788,0.906500801351066,0.376845013521389,0.998986641748947,0.065436920364054,0.792687443327897,0.20629919842105,MAX-leaf // Residence ~ Urban,MIN-leaf // Residence~Rural // Language~MinorLanguage,Residence,Language,PoorerHousehold,HighestEducation,,,,
Uzbekistan2006MICShhHouseholdBasic ,MICS,Household,hh,Uzbekistan,2006,1,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,10197.999788,0.768496781714191,0.342569324340528,0.992916819836953,0.370435289324603,0.529025571106099,0.463891248730854,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,HouseholdBasic , PoorerHousehold + Residence + HighestEducation + Language,10197.999788,0.768496781714191,0.342569324340528,0.992916819836953,0.370435289324603,0.529025571106099,0.463891248730854,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,Language,,,,,
Uzbekistan2006MICShhHouseholdTechNeed,MICS,Household,hh,Uzbekistan,2006,1,No,HouseholdTechNeed,,No Analysis,,,,,,0,,,,,,,,,,
Uzbekistan2006MICShhHouseholdTechNeed,MICS,Household,hh,Uzbekistan,2006,1,No,HouseholdTechNeed,,No Analysis,,,,,,0,,,,,,,,,,
Uzbekistan2006MICShhLand ,MICS,Household,hh,Uzbekistan,2006,1,No,Land , PoorerHousehold + HHSex + HighestEducation,6354.93442,0.856109827487409,0.198581245784123,0.877164745224681,0.114723114011301,0.800719519292589,0.076445225932092,MAX-leaf // HHSex ~ Male // HighestEducation ~ Higher,MIN-leaf // HHSex~Female,HHSex,HighestEducation,,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,Land , PoorerHousehold + HHSex + HighestEducation + Language,6354.93442,0.856109827487409,0.181547319570923,0.893772403319829,0.061441810598574,0.645078303638265,0.248694099681564,MAX-leaf // Language ~ Uzbek // HHSex ~ Male // HighestEducation ~ Higher,MIN-leaf // Language~MinorLanguage + Russian // PoorerHousehold~0,Language,PoorerHousehold,HHSex,HighestEducation,,,,
Uzbekistan2006MICShhMobilePhoneHH ,MICS,Household,hh,Uzbekistan,2006,1,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,10197.999788,0.128000566202797,0.133000190154544,0.362803853388499,0.3234757588328,0.018736818184006,0.344067035204493,MAX-leaf // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower + Secondary // PoorerHousehold~1,HighestEducation,Residence,PoorerHousehold,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation + Language,10197.999788,0.128000566202797,0.133000190154544,0.362803853388499,0.3234757588328,0.018736818184006,0.344067035204493,MAX-leaf // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower + Secondary // PoorerHousehold~1,HighestEducation,Residence,PoorerHousehold,Language,,,,
Uzbekistan2006MICShhSafeSanitation ,MICS,Household,hh,Uzbekistan,2006,1,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,10197.999788,0.974636968094042,0.236148350172923,0.988842237154585,0.370435289324603,0.966116502153234,0.022725735001351,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Lower + Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Uzbekistan,2006,1,Yes,SafeSanitation , PoorerHousehold + Residence + HighestEducation + Language,10197.999788,0.974636968094042,0.236148350172923,0.988842237154585,0.370435289324603,0.966116502153234,0.022725735001351,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Lower + Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
Vanuatu2007MICShhAccessElectricity ,MICS,Household,hh,Vanuatu,2007,1,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,2632.000166,0.336278511085778,0.185928983334265,0.884619719981472,0.405222787512548,0.018251112372562,0.866368607608911,MAX-leaf // Residence ~ Urban // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,,,,,
,MICS,Household,,Vanuatu,2007,1,Yes,AccessElectricity , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,2632.000166,0.336278511085778,0.053555659236231,0.940086771919769,0.405222787512548,0.018251112372562,0.921835659547207,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,PoorerHousehold,HighestEducation,Ethnicity,Religion,,,
Vanuatu2007MICShhBankCardHH,MICS,Household,hh,Vanuatu,2007,1,No,BankCardHH,,No Analysis,,,,,,0,,,,,,,,,,
Vanuatu2007MICShhBankCardHH,MICS,Household,hh,Vanuatu,2007,1,No,BankCardHH,,No Analysis,,,,,,0,,,,,,,,,,
Vanuatu2007MICShhBasicWater ,MICS,Household,hh,Vanuatu,2007,1,No,BasicWater , PoorerHousehold + Residence + HighestEducation,2632.000166,0.83768032596697,0.232172233077281,0.974582111663127,0.407535521789176,0.712483081629026,0.262099030034101,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Vanuatu,2007,1,Yes,BasicWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,2632.000166,0.83768032596697,0.232172233077281,0.974582111663127,0.294817987104945,0.699676339786518,0.274905771876609,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,Religion,Ethnicity,,,
Vanuatu2007MICShhCleanFuel ,MICS,Household,hh,Vanuatu,2007,1,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,2632.000166,0.130894483765773,0.185928983334265,0.509873244642712,0.405222787512548,0,0.509873244642712,MAX-leaf // Residence ~ Urban // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,,,,,
,MICS,Household,,Vanuatu,2007,1,Yes,CleanFuel , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,2632.000166,0.130894483765773,0.053555659236231,0.738621864204801,0.405222787512548,0,0.738621864204801,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,Ethnicity,Religion,,,
Vanuatu2007MICShhCleanWater ,MICS,Household,hh,Vanuatu,2007,1,No,CleanWater , PoorerHousehold + Residence + HighestEducation,2632.000166,0.854442916475105,0.232172233077281,0.981734222532704,0.407535521789176,0.742204428377005,0.239529794155699,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Vanuatu,2007,1,Yes,CleanWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,2632.000166,0.854442916475105,0.232172233077281,0.981734222532704,0.299879620524311,0.729182557007408,0.252551665525296,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower + Higher,PoorerHousehold,HighestEducation,Residence,Religion,Ethnicity,,,
Vanuatu2007MICShhHouseholdBasic ,MICS,Household,hh,Vanuatu,2007,1,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,2632.000166,0.121062040616908,0.185928983334265,0.491908927754288,0.45584690476042,0.001162830172634,0.490746097581654,MAX-leaf // Residence ~ Urban // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Rural // HighestEducation~Lower,Residence,HighestEducation,PoorerHousehold,,,,,
,MICS,Household,,Vanuatu,2007,1,Yes,HouseholdBasic , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,2632.000166,0.121062040616908,0.053555659236231,0.731439388715418,0.112206238743832,0,0.731439388715418,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // HighestEducation~Secondary + Higher // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,Ethnicity,Religion,,,
Vanuatu2007MICShhHouseholdTechNeed,MICS,Household,hh,Vanuatu,2007,1,No,HouseholdTechNeed,,No Analysis,,,,,,0,,,,,,,,,,
Vanuatu2007MICShhHouseholdTechNeed,MICS,Household,hh,Vanuatu,2007,1,No,HouseholdTechNeed,,No Analysis,,,,,,0,,,,,,,,,,
Vanuatu2007MICShhLand,MICS,Household,hh,Vanuatu,2007,1,No,Land,,No Analysis,,,,,,0,,,,,,,,,,
Vanuatu2007MICShhLand,MICS,Household,hh,Vanuatu,2007,1,No,Land,,No Analysis,,,,,,0,,,,,,,,,,
Vanuatu2007MICShhMobilePhoneHH ,MICS,Household,hh,Vanuatu,2007,1,No,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation,2632.000166,0.228732685421875,0.185928983334265,0.804717447012957,0.405222787512548,0.003902950521675,0.800814496491282,MAX-leaf // Residence ~ Urban // HighestEducation ~ Secondary + Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,,,,,
,MICS,Household,,Vanuatu,2007,1,Yes,MobilePhoneHH , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,2632.000166,0.228732685421875,0.053555659236231,0.913632497121279,0.405222787512548,0.003902950521675,0.909729546599604,MAX-leaf // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // Residence~Rural // PoorerHousehold~1,Residence,HighestEducation,PoorerHousehold,Ethnicity,Religion,,,
Vanuatu2007MICShhSafeSanitation ,MICS,Household,hh,Vanuatu,2007,1,No,SafeSanitation , PoorerHousehold + Residence + HighestEducation,2632.000166,0.44298206438639,0.082438520636477,0.651990319764839,0.407535521789176,0.297062646168683,0.354927673596156,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Vanuatu,2007,1,Yes,SafeSanitation , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,2632.000166,0.44298206438639,0.082438520636477,0.651990319764839,0.294817987104945,0.280434410394221,0.371555909370618,MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,Religion,Ethnicity,,,
Viet Nam2010MICShhAccessElectricity ,MICS,Household,hh,Viet Nam,2010,0,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,11614,0.988926508202921,0.595639663867632,0.999705294229114,0.404360336132368,0.97304890619341,0.026656388035704,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Viet Nam2013MICShhAccessElectricity ,MICS,Household,hh,Viet Nam,2013,1,No,AccessElectricity , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.992419868140279,0.583787337545699,0.999035814747684,0.299758120240031,0.97814735429189,0.020888460455794,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,AccessElectricity , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.988926508202921,0.595639663867632,0.999705294229114,0.107846449765323,0.951328672181416,0.048376622047698,MAX-leaf // PoorerHousehold ~ 0,MIN-leaf // PoorerHousehold~1 // Religion~MinorReligion + Buddhism + Christian Catholic,PoorerHousehold,Ethnicity,Religion,Residence,HighestEducation,,,
,MICS,Household,,Viet Nam,2013,1,Yes,AccessElectricity , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.992419868140279,0.560391252074969,0.998995560442341,0.084057310998289,0.948441821340354,0.050553739101987,MAX-leaf // Ethnicity ~ Kinh // PoorerHousehold ~ 0,MIN-leaf // Ethnicity~MinorEthnicity // HighestEducation~Lower,Ethnicity,HighestEducation,PoorerHousehold,Residence,,,,
Viet Nam2010MICShhBankCardHH ,MICS,Household,hh,Viet Nam,2010,0,No,BankCardHH , PoorerHousehold + Residence + HighestEducation,11614,0.228366091068986,0.136495072246669,0.685140689691461,0.37192791433444,0.023245381083803,0.661895308607658,MAX-leaf // HighestEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,Residence,PoorerHousehold,,,,,
Viet Nam2013MICShhBankCardHH ,MICS,Household,hh,Viet Nam,2013,1,No,BankCardHH , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.331215798796911,0.2207174039409,0.74293265397561,0.299758120240031,0.046195733526522,0.696736920449088,MAX-leaf // HighestEducation ~ Higher,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1,HighestEducation,PoorerHousehold,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,BankCardHH , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.228366091068986,0.136495072246669,0.685140689691461,0.082628310221924,0.01092509606253,0.674215593628931,MAX-leaf // HighestEducation ~ Secondary + Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1 // Ethnicity~MinorEthnicity,HighestEducation,Residence,PoorerHousehold,Ethnicity,Religion,,,
,MICS,Household,,Viet Nam,2013,1,Yes,BankCardHH , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.331215798796911,0.123432334988045,0.815891049312892,0.076772603350088,0.017203905779453,0.798687143533439,MAX-leaf // HighestEducation ~ Higher // Residence ~ Urban,MIN-leaf // HighestEducation~Lower // PoorerHousehold~1 // Ethnicity~MinorEthnicity,HighestEducation,PoorerHousehold,Residence,Ethnicity,,,,
Viet Nam2010MICShhBasicWater ,MICS,Household,hh,Viet Nam,2010,0,No,BasicWater , PoorerHousehold + Residence + HighestEducation,11614,0.932024782714858,0.265936522811497,0.993424520876245,0.404360336132368,0.855995237597125,0.13742928327912,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Viet Nam2013MICShhBasicWater ,MICS,Household,hh,Viet Nam,2013,1,No,BasicWater , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.929289601157268,0.268554996100729,0.997759522316959,0.416212662454297,0.845562974848487,0.152196547468472,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,BasicWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.932024782714858,0.254458886857478,0.994157579047979,0.109409320545439,0.712511299514027,0.281646279533952,MAX-leaf // Ethnicity ~ Kinh // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // Ethnicity~MinorEthnicity,Ethnicity,PoorerHousehold,Residence,Religion,HighestEducation,,,
,MICS,Household,,Viet Nam,2013,1,Yes,BasicWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.929289601157268,0.268554996100729,0.997759522316959,0.105857612168185,0.711392118652058,0.286367403664901,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,Ethnicity,HighestEducation,Residence,,,,
Viet Nam2010MICShhCleanFuel ,MICS,Household,hh,Viet Nam,2010,0,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,11614,0.528147531082876,0.10360066279284,0.939708989010584,0.404360336132368,0.108502599042788,0.831206389967796,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Viet Nam2013MICShhCleanFuel ,MICS,Household,hh,Viet Nam,2013,1,No,CleanFuel , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.581291501234737,0.120097552802151,0.936860058801229,0.416212662454297,0.160994480593922,0.775865578207307,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,CleanFuel , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.528147531082876,0.10360066279284,0.939708989010584,0.089405692663764,0.033861654938835,0.905847334071749,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,Ethnicity,Residence,HighestEducation,Religion,,,
,MICS,Household,,Viet Nam,2013,1,Yes,CleanFuel , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.581291501234737,0.120097552802151,0.936860058801229,0.105857612168185,0.049073065432088,0.887786993369141,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,HighestEducation,Ethnicity,Residence,,,,
Viet Nam2010MICShhCleanWater ,MICS,Household,hh,Viet Nam,2010,0,No,CleanWater , PoorerHousehold + Residence + HighestEducation,11614,0.934433375574919,0.265936522811497,0.993477601511128,0.404360336132368,0.859924772136427,0.133552829374701,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Viet Nam2013MICShhCleanWater ,MICS,Household,hh,Viet Nam,2013,1,No,CleanWater , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.931455717962586,0.268554996100729,0.997855374440522,0.416212662454297,0.850705478745481,0.147149895695041,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,CleanWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.934433375574919,0.254458886857478,0.994213053940776,0.109409320545439,0.723980849274568,0.270232204666208,MAX-leaf // Ethnicity ~ Kinh // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // Ethnicity~MinorEthnicity,Ethnicity,PoorerHousehold,Religion,Residence,HighestEducation,,,
,MICS,Household,,Viet Nam,2013,1,Yes,CleanWater , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.931455717962586,0.268554996100729,0.997855374440522,0.105857612168185,0.720228873597091,0.277626500843431,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,Ethnicity,HighestEducation,Residence,,,,
Viet Nam2010MICShhHouseholdBasic ,MICS,Household,hh,Viet Nam,2010,0,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,11614,0.479506837225612,0.10360066279284,0.925537210163991,0.404360336132368,0.062795070582238,0.862742139581753,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,Residence,HighestEducation,,,,,
Viet Nam2013MICShhHouseholdBasic ,MICS,Household,hh,Viet Nam,2013,1,No,HouseholdBasic , PoorerHousehold + Residence + HighestEducation,9978.99999999999,0.538552914381888,0.120097552802151,0.932564082988782,0.416212662454297,0.101881229011107,0.830682853977675,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1,PoorerHousehold,HighestEducation,Residence,,,,,
,MICS,Household,,Viet Nam,2010,0,Yes,HouseholdBasic , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,11614,0.479506837225612,0.10360066279284,0.925537210163991,0.089405692663764,0.019641496100058,0.905895714063933,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,Ethnicity,Residence,HighestEducation,Religion,,,
,MICS,Household,,Viet Nam,2013,1,Yes,HouseholdBasic , PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity,9978.99999999999,0.538552914381888,0.120097552802151,0.932564082988782,0.105857612168185,0.030795450842168,0.901768632146614,MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher,MIN-leaf // PoorerHousehold~1 // Ethnicity~MinorEthnicity,PoorerHousehold,HighestEducation,Ethnicity,Residence,,,,
